"creator_id","first_name","middle_name","last_name","suffix","modified","thumbnail_path","thumbnail_extension"
11404,"RSComicraftWA","","","","2007-01-02T00:00:00","http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available","jpg"
3028,"Ryan","","","","2007-01-02T00:00:00","http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available","jpg"
13188,"Salvador Espin, Ariel Medel","","","","2017-07-31T14:09:13","http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available","jpg"
13135,"Salvador Espin, Bruno Oliveira, J.L. Giles","","","","2017-05-12T16:27:01","http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available","jpg"
2478,"Sanders","","","","2007-01-02T00:00:00","http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available","jpg"
4610,"Scripter","","","","2007-01-02T00:00:00","http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available","jpg"
6609,"scripting","","","","2007-01-02T00:00:00","http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available","jpg"
3538,"Sculpture","","","","2007-01-02T00:00:00","http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available","jpg"
2686,"Sf","","","","2007-01-02T00:00:00","http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available","jpg"
9988,"SG","","","","2007-01-02T00:00:00","http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available","jpg"
3608,"Sh","","","","2007-01-02T00:00:00","http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available","jpg"
3672,"Sharpe","","","","2007-01-02T00:00:00","http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available","jpg"
6721,"Sharpefont","","","","2007-01-02T00:00:00","http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available","jpg"
4138,"Shelander","","","","2007-01-02T00:00:00","http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available","jpg"
12826,"Skan","","","","2016-03-22T13:19:03","http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available","jpg"
5983,"Skroce","","","","2007-01-02T00:00:00","http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available","jpg"
7830,"Slick","","","","2007-01-02T00:00:00","http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available","jpg"
4754,"Snyder","","","","2007-01-02T00:00:00","http://i.annihil.us/u/prod/marvel/i/mg/c/e0/4c35ef277dd6e","jpg"
4136,"Soto","","","","2007-01-02T00:00:00","http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available","jpg"
12401,"Sotocolor","","","","2015-06-11T11:28:03","http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available","jpg"
13244,"Sotocolor Studio","","","","2017-10-12T15:03:37","http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available","jpg"
3050,"Spike","","","","2007-01-02T00:00:00","http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available","jpg"
3346,"Squid","","","","2007-01-02T00:00:00","http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available","jpg"
4165,"Sr.","","","","2007-01-02T00:00:00","http://i.annihil.us/u/prod/marvel/i/mg/4/d0/4bc34beabea7e","jpg"
2929,"Steacy","","","","2007-01-02T00:00:00","http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available","jpg"
3540,"Stegbauer","","","","2007-01-02T00:00:00","http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available","jpg"
2632,"Stein","","","","2007-01-02T00:00:00","http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available","jpg"
2922,"Stone","","","","2007-01-02T00:00:00","http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available","jpg"
12967,"Stonehouse","","","","2017-01-20T12:34:31","http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available","jpg"
2926,"Talaoc","","","","2007-01-02T00:00:00","http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available","jpg"
4557,"Tanya","","","","2007-01-02T00:00:00","http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available","jpg"
12439,"The Original Writer","","","","2014-09-25T13:04:12","http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available","jpg"
2148,"Title","","","","2007-01-02T00:00:00","http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available","jpg"
5991,"Toinay","","","","2007-01-02T00:00:00","http://i.annihil.us/u/prod/marvel/i/mg/6/b0/4bb79943b4d17","jpg"
3029,"Turner","","","","2007-01-02T00:00:00","http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available","jpg"
4958,"Tw","","","","2007-01-02T00:00:00","http://i.annihil.us/u/prod/marvel/i/mg/f/a0/4bb6e56faed74","jpg"
7584,"Vancata","","","","2007-01-02T00:00:00","http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available","jpg"
11401,"Various","","","","2019-10-18T10:23:36","http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available","jpg"
6445,"VCY","","","","2007-01-02T00:00:00","http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available","jpg"
2657,"Vincent","","","","2007-01-02T00:00:00","http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available","jpg"
4080,"Vlm","","","","2007-01-02T00:00:00","http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available","jpg"
7588,"Wagner","","","","2007-01-02T00:00:00","http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available","jpg"
4774,"Wallenta","","","","2007-01-02T00:00:00","http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available","jpg"
5354,"Walton","","","","2007-01-02T00:00:00","http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available","jpg"
4251,"Washes","","","","2007-01-02T00:00:00","http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available","jpg"
4976,"White","","","","2007-01-02T00:00:00","http://i.annihil.us/u/prod/marvel/i/mg/f/c0/4bc366deed77c","jpg"
6137,"Wilfred","","","","2007-01-02T00:00:00","http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available","jpg"
2830,"Williams","","","","2007-01-02T00:00:00","http://i.annihil.us/u/prod/marvel/i/mg/f/b0/4bb79ae06cf8e","jpg"
2937,"Williamson","","","","2007-01-02T00:00:00","http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available","jpg"
4849,"Wilson","","","","2007-01-02T00:00:00","http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available","jpg"
6991,"Wilsons","","","","2007-01-02T00:00:00","http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available","jpg"
4123,"Wong","","","","2007-01-02T00:00:00","http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available","jpg"
2669,"Yates","","","","2007-01-02T00:00:00","http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available","jpg"
2719,"Yug","","","","2007-01-02T00:00:00","http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available","jpg"
11901,"Dennis","","Hopeless Hallum","","2019-01-04T14:59:12","http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available","jpg"
10669,"FIRM","","15","","-0001-11-30T00:00:00","http://i.annihil.us/u/prod/marvel/i/mg/8/a0/4bd1d233bc283","jpg"
11463,"Jason","","Aaron","","2019-05-13T15:45:25","http://i.annihil.us/u/prod/marvel/i/mg/7/10/5cd9c7870670e","jpg"
13594,"Nick","","Abadzis","","2020-01-24T09:04:30","http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available","jpg"
6694,"Wes","","Abbot","","2010-11-18T12:03:27","http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available","jpg"
1186,"Jack","","Abel","","2018-07-25T10:43:29","http://i.annihil.us/u/prod/marvel/i/mg/9/c0/4bc468738a5bf","jpg"
4540,"Dusty","","Abell","","2007-01-01T00:00:00","http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available","jpg"
1107,"Dan","","Abnett","","2016-03-19T18:22:16","http://i.annihil.us/u/prod/marvel/i/mg/6/40/4bb827ae64631","jpg"
13984,"Henry","","Abrams","","2019-12-16T11:46:34","http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available","jpg"
13985,"JJ","","Abrams","","2019-12-16T11:46:57","http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available","jpg"
2278,"Paul","","Abrams","","2007-01-02T00:00:00","http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available","jpg"
11482,"Jesus","","Aburtov","","2011-10-27T09:14:23","http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available","jpg"
9222,"Paul","","Acerios","","2007-01-02T00:00:00","http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available","jpg"
12839,"Ben","","Acker","","2018-07-23T13:59:09","http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available","jpg"
12389,"Ron","","Ackins","","2014-05-28T15:19:45","http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available","jpg"
3374,"Jeff","","Aclin","","2010-11-18T12:48:51","http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available","jpg"
11791,"Justin","F.","Aclin","","2012-10-11T10:55:03","http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available","jpg"
10059,"Chris","","Acosta","","2007-01-01T00:00:00","http://i.annihil.us/u/prod/marvel/i/mg/9/30/4badc1c863069","jpg"
2526,"Richie","","Acosta","","2007-01-01T00:00:00","http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available","jpg"
1004,"Daniel","","Acuna","","2016-04-14T10:25:07","http://i.annihil.us/u/prod/marvel/i/mg/6/90/4bc60ee426991","jpg"
9653,"Vincenzo","","Acunzo","","2007-01-02T00:00:00","http://i.annihil.us/u/prod/marvel/i/mg/c/00/4bb6063eedc43","jpg"
12208,"Arthur","","Adams","","2018-07-23T14:00:11","http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available","jpg"
5413,"Cory","","Adams","","2007-01-02T00:00:00","http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available","jpg"
498,"Greg","","Adams","","2013-01-24T16:32:10","http://i.annihil.us/u/prod/marvel/i/mg/5/b0/4bb721ef10570","jpg"
12590,"Jon","","Adams","","2016-10-05T08:51:56","http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available","jpg"
314,"Neal","","Adams","","2016-09-09T10:30:03","http://i.annihil.us/u/prod/marvel/i/mg/e/90/4bc6a0bec550d","jpg"
3868,"Joseph","","Adiletta","","2007-01-02T00:00:00","http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available","jpg"
1212,"Dan","","Adkins","","2012-04-02T11:50:11","http://i.annihil.us/u/prod/marvel/i/mg/f/30/4bc47cbc8ad18","jpg"
3811,"Charlie","","Adlard","","2010-11-18T13:09:54","http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available","jpg"
12344,"Robert","Scott","Adsit","","2013-06-11T06:03:15","http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available","jpg"
13465,"Lauren","","Affe","","2019-09-06T09:39:04","http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available","jpg"
4256,"Bob","","Agnew","","2007-01-02T00:00:00","http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available","jpg"
2113,"Joe","","Agostinelli","","2010-11-18T13:14:10","http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available","jpg"
2529,"Liz","","Agraphiotis","","2007-01-01T00:00:00","http://i.annihil.us/u/prod/marvel/i/mg/c/50/4bc335fd66b7a","jpg"
8824,"Jorge","Gonzalez","Aguilar","","2007-01-01T00:00:00","http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available","jpg"
13661,"Roberto","","Aguirre-Sacasa","","2019-11-27T09:19:33","http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available","jpg"
8766,"Joe","","Ahearne","","2010-11-18T13:14:45","http://i.annihil.us/u/prod/marvel/i/mg/c/40/4bb4b9e9216bc","jpg"
